ma2_kmeans_cluster,n,pos,pos_rate,lift_vs_overall,share_all,share_pos
0.0,4729,308,0.06513004863607529,0.74315332903854,0.2294851264133547,0.17054263565891473
1.0,7401,410,0.055397919200108094,0.6321068222351204,0.35914980346484204,0.22702104097452935
2.0,5743,462,0.08044576005572,0.9179101757852836,0.27869170670160626,0.2558139534883721
3.0,1055,487,0.46161137440758293,5.2671238053250615,0.05119619546755957,0.26965669988925806
4.0,1679,139,0.08278737343656939,0.9446286846109553,0.08147716795263746,0.0769656699889258
