feature,abs_smd,mutual_info,pos_mean,neg_mean,nonzero_rate,unique
cust_claim_vlid_sum,0.9106937181935991,0.0866540380475882,203.2607973421927,31.389340992500397,0.896103265880526,647
peer_z_n_hosp_spec,0.9840079519477982,0.07588102102587757,1.282600151090358,-0.12320492914574685,1.0,154
cust_claim_vlid_max,0.8592779266632261,0.06878890102110224,31.246954595791806,12.672996117227807,0.896103265880526,177
claim_agg_dsas_nunique,0.9387487292326182,0.06740579381990086,10.799557032115171,3.3745013563108346,1.0,63
claim_agg_n_doc,1.008179900082545,0.06659681477260726,6.533776301218162,2.2598797936279986,1.0,38
peer_z_claim_count_spec,0.8629104692634497,0.06639642316491101,1.16579475270931,-0.11198475205537013,1.0,348
cust_claim_hosp_nunique,1.0075456409859496,0.06526777878562218,5.46843853820598,2.0679751077070367,1.0,31
claim_agg_n_hosp,1.0075456409859496,0.06459228317233245,5.46843853820598,2.0679751077070367,1.0,31
claim_agg_vlid_max,0.8592779266632261,0.06393434043964175,31.246954595791806,12.672996117227807,0.896103265880526,177
claim_agg_hosp_switch_count,0.8854779636341729,0.06368707408485141,6.748615725359912,1.3265783734907717,0.5564128694133061,54
claim_agg_dsas_top_share,1.0483583709192477,0.0618914458962041,0.268823770002288,0.5521777658541158,1.0,256
cust_claim_top_hosp_share,1.0532734235883099,0.057776769686700646,0.4882004153965412,0.7557435240256412,1.0,312
cust_claim_claim_rows,0.8822079153122135,0.05501406690071642,13.601328903654485,4.532152545077389,1.0,78
claim_agg_hosp_spec_nunique,1.1023535371260131,0.05295175392251239,2.884828349944629,1.6173075900218072,1.0,7
claim_agg_n_claims,0.8822079153122135,0.05180091931229991,13.601328903654485,4.532152545077389,1.0,78
peer_z_paym_sum_spec,0.5483894770952107,0.05105659198231893,0.7344481249913527,-0.07055014699932889,1.0,10579
cust_claim_paym_sum,0.4550161018367295,0.0505181828745116,11791265.341085272,3605691.1424392317,0.9985441840151404,8580
cust_claim_dmnd_sum,0.4527114330558989,0.049260097459522756,11819120.49723145,3626131.6354449233,0.9997088368030281,9805
claim_agg_paym_sum,0.4550161018367295,0.04845310846673945,11791265.341085272,3605691.1424392317,0.9985441840151404,8580
claim_agg_claim_intensity,0.6412410862025811,0.04547511370291568,5.693620697357651,25.1492373061459,1.0,9936
cust_claim_dmnd_max,0.13544315089195266,0.044553885729951004,3491005.5647840532,2155753.537152279,0.9997088368030281,6027
cust_claim_peer_paym_z,0.5888928946331128,0.04403976094468254,0.7756746150526136,-0.07451031087628422,0.9733100402775756,14113
claim_agg_recp_gap_mean_days,0.11503093231695857,0.04388776053738708,175.26603059298847,210.9096114758879,0.598777114572718,7514
cust_claim_paym_max,0.13649761345820227,0.04359806376013009,3474713.880398671,2140658.4349236744,0.9985441840151404,4959
claim_agg_vlid_std,0.5251179787623518,0.042493902907301706,9.031966718054704,4.798083510940797,0.7425146794778473,6192
claim_agg_n_hosp_per_10_claims,0.3094294616914314,0.04196805341081156,5.254880383485423,6.0684650853581426,1.0,318
cust_claim_paym_mean,0.021907066369595895,0.039187307690202955,898675.8104609925,810228.1288721928,0.9985441840151404,9601
cust_claim_dmnd_mean,0.02073822427958026,0.03841685636317371,901786.4861485999,817380.6390204815,0.9997088368030281,10601
claim_agg_acci_nunique,0.877839976671504,0.032410622322766036,1.870985603543743,1.3105685867772991,1.0,3
claim_agg_paym_cv,0.11149438644128158,0.02250327366467242,0.7822898173624259,0.7182328654669469,0.8022031348570874,12968
claim_agg_weeks_multi_hosp,0.5393614428710495,0.022190279758264486,0.8787375415282392,0.22855167278336258,0.19624399475906246,17
claim_agg_dmnd_paym_spread_mean,0.01915399166754643,0.01640603293992604,3110.6756876074246,7152.510148288734,0.158683942349687,2779
claim_agg_paym_max_ratio,0.35601989299912146,0.01617545846668378,2.8842314233913644,2.108931502360194,0.9985441840151404,13567
claim_agg_heed_frac,0.12435315277312775,0.014039455522981914,0.03617143709463236,0.020953133187924782,0.05245790265443781,151
cust_claim_first_claim_lag_m,0.013292150535832251,0.011970160125971852,278.40238675098516,250.03170546544607,0.9796671034114621,5053
claim_agg_recp_gap_min_days,0.1509192877558196,0.011361531338041964,32.95404208194906,71.55848093186533,0.12597660988984324,1118
claim_agg_house_hosp_dist_mean,0.02154459335281679,0.009935309643227086,20.923301191730907,21.94558758874301,0.9288105983403698,10820
cust_claim_heed_claim_share,0.12435315277312775,0.009867596203485762,0.03617143709463236,0.020953133187924782,0.05245790265443781,151
cust_claim_cnt_prior_12m,0.33334522869619265,0.009782782298028314,2.1157253599114063,0.7728312323812563,0.21769301693599263,35
cust_claim_tenure_m,0.01859421854342887,0.005160327511932072,195.24108777267654,162.2048335713717,0.6966079487552773,1091
cust_claim_incm_missing_or_zero,0.13688517352930332,0.00438556622152575,0.3333333333333333,0.27062390298388384,0.27611976512835446,2
cust_claim_recent6_vs_prior_ratio,0.12299515049687097,0.00383604412944738,0.16670113640081605,0.0943309348280137,0.08089484155869364,110
cust_claim_prem_incm_ratio,0.10731029151944266,0.0031770193366371657,7239769.924333338,5075564.958179914,0.7417867714854176,15265
cust_claim_paym_dmnd_ratio,0.010313938155367026,0.0023115508265290075,0.999729242212436,6936334.170751757,0.9985441840151404,8485
cust_claim_cnt_recent_6m,0.24427856117492072,0.0016477143742530398,0.40919158361018826,0.16084250837721398,0.08089484155869364,15
cust_claim_cnt_6m_to_12m,0.2190006459606383,0.0010136576402641762,0.3117386489479513,0.1299930854741769,0.0674528072984908,15
