group,n,max_smd,mean_smd,max_mi,mean_mi
cust_claim,22,1.05327342358831,0.3570260736660679,0.0866540380475882,0.031646733087817173
peer_z,3,0.9840079519477982,0.7984359661021528,0.0758810210258775,0.06444467872436914
claim_agg,21,1.1023535371260131,0.5704129652046812,0.0674057938199008,0.04096001562390802
