recall_class1,f1_class1,f1_macro,model
0.559040590405904,0.6516129032258065,0.811640659377856,lgbm
0.45571955719557194,0.5804935370152762,0.7747452487507992,rf
0.2029520295202952,0.3021978021978022,0.6292738452473802,logistic
